Electoral wards and divisions Code,Electoral wards and divisions,Economic activity status (20 categories) Code,Economic activity status (20 categories),Observation
E05013804,Queen's Park (Westminster),-8,Does not apply,2233
E05013804,Queen's Park (Westminster),1,Economically active (excluding full-time students): In employment: Employee: Part-time,1133
E05013804,Queen's Park (Westminster),2,Economically active (excluding full-time students): In employment: Employee: Full-time,3205
E05013804,Queen's Park (Westminster),3,Economically active (excluding full-time students): In employment: Self-employed with employees: Part-time,45
E05013804,Queen's Park (Westminster),4,Economically active (excluding full-time students): In employment: Self-employed with employees: Full-time,92
E05013804,Queen's Park (Westminster),5,Economically active (excluding full-time students): In employment: Self-employed without employees: Part-time,432
E05013804,Queen's Park (Westminster),6,Economically active (excluding full-time students): In employment: Self-employed without employees: Full-time,501
E05013804,Queen's Park (Westminster),7,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,638
E05013804,Queen's Park (Westminster),8,Economically active and a full-time student: In employment: Employee: Part-time,122
E05013804,Queen's Park (Westminster),9,Economically active and a full-time student: In employment: Employee: Full-time,36
E05013804,Queen's Park (Westminster),10,Economically active and a full-time student: In employment: Self-employed with employees: Part-time,8
E05013804,Queen's Park (Westminster),11,Economically active and a full-time student: In employment: Self-employed with employees: Full-time,0
E05013804,Queen's Park (Westminster),12,Economically active and a full-time student: In employment: Self-employed without employees: Part-time,14
E05013804,Queen's Park (Westminster),13,Economically active and a full-time student: In employment: Self-employed without employees: Full-time,2
E05013804,Queen's Park (Westminster),14,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,100
E05013804,Queen's Park (Westminster),15,Economically inactive: Retired,1128
E05013804,Queen's Park (Westminster),16,Economically inactive: Student,945
E05013804,Queen's Park (Westminster),17,Economically inactive: Looking after home or family,721
E05013804,Queen's Park (Westminster),18,Economically inactive: Long-term sick or disabled,785
E05013804,Queen's Park (Westminster),19,Economically inactive: Other,615
E05013805,Regent's Park (Westminster),-8,Does not apply,1417
E05013805,Regent's Park (Westminster),1,Economically active (excluding full-time students): In employment: Employee: Part-time,577
E05013805,Regent's Park (Westminster),2,Economically active (excluding full-time students): In employment: Employee: Full-time,3671
E05013805,Regent's Park (Westminster),3,Economically active (excluding full-time students): In employment: Self-employed with employees: Part-time,76
E05013805,Regent's Park (Westminster),4,Economically active (excluding full-time students): In employment: Self-employed with employees: Full-time,201
E05013805,Regent's Park (Westminster),5,Economically active (excluding full-time students): In employment: Self-employed without employees: Part-time,501
E05013805,Regent's Park (Westminster),6,Economically active (excluding full-time students): In employment: Self-employed without employees: Full-time,491
E05013805,Regent's Park (Westminster),7,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,313
E05013805,Regent's Park (Westminster),8,Economically active and a full-time student: In employment: Employee: Part-time,98
E05013805,Regent's Park (Westminster),9,Economically active and a full-time student: In employment: Employee: Full-time,47
E05013805,Regent's Park (Westminster),10,Economically active and a full-time student: In employment: Self-employed with employees: Part-time,2
E05013805,Regent's Park (Westminster),11,Economically active and a full-time student: In employment: Self-employed with employees: Full-time,1
E05013805,Regent's Park (Westminster),12,Economically active and a full-time student: In employment: Self-employed without employees: Part-time,25
E05013805,Regent's Park (Westminster),13,Economically active and a full-time student: In employment: Self-employed without employees: Full-time,7
E05013805,Regent's Park (Westminster),14,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,127
E05013805,Regent's Park (Westminster),15,Economically inactive: Retired,1283
E05013805,Regent's Park (Westminster),16,Economically inactive: Student,1336
E05013805,Regent's Park (Westminster),17,Economically inactive: Looking after home or family,744
E05013805,Regent's Park (Westminster),18,Economically inactive: Long-term sick or disabled,255
E05013805,Regent's Park (Westminster),19,Economically inactive: Other,438
E05013806,St James's (Westminster),-8,Does not apply,989
E05013806,St James's (Westminster),1,Economically active (excluding full-time students): In employment: Employee: Part-time,576
E05013806,St James's (Westminster),2,Economically active (excluding full-time students): In employment: Employee: Full-time,3685
E05013806,St James's (Westminster),3,Economically active (excluding full-time students): In employment: Self-employed with employees: Part-time,58
E05013806,St James's (Westminster),4,Economically active (excluding full-time students): In employment: Self-employed with employees: Full-time,202
E05013806,St James's (Westminster),5,Economically active (excluding full-time students): In employment: Self-employed without employees: Part-time,393
E05013806,St James's (Westminster),6,Economically active (excluding full-time students): In employment: Self-employed without employees: Full-time,420
E05013806,St James's (Westminster),7,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,310
E05013806,St James's (Westminster),8,Economically active and a full-time student: In employment: Employee: Part-time,80
E05013806,St James's (Westminster),9,Economically active and a full-time student: In employment: Employee: Full-time,34
