Electoral wards and divisions Code,Electoral wards and divisions,Household composition (15 categories) Code,Household composition (15 categories),Observation
E05013685,Lower Edmonton,4,Single family household: Married or civil partnership couple: No children,288
E05013685,Lower Edmonton,5,Single family household: Married or civil partnership couple: Dependent children,848
E05013685,Lower Edmonton,6,Single family household: Married or civil partnership couple: All children non-dependent,420
E05013685,Lower Edmonton,7,Single family household: Cohabiting couple family: No children,107
E05013685,Lower Edmonton,8,Single family household: Cohabiting couple family: With dependent children,192
E05013685,Lower Edmonton,9,Single family household: Cohabiting couple family: All children non-dependent,57
E05013685,Lower Edmonton,10,Single family household: Lone parent family: With dependent children,953
E05013685,Lower Edmonton,11,Single family household: Lone parent family: All children non-dependent,517
E05013685,Lower Edmonton,12,Other household types: Other related household: Other family composition,97
E05013685,Lower Edmonton,13,Other household types: With dependent children,385
E05013685,Lower Edmonton,14,"Other household types: Other, including all full-time students and all aged 66 years and over",298
E05013686,New Southgate,-8,Does not apply,0
E05013686,New Southgate,1,One-person household: Aged 66 years and over,332
E05013686,New Southgate,2,One-person household: Other,930
E05013686,New Southgate,3,Single family household: All aged 66 years and over,168
E05013686,New Southgate,4,Single family household: Married or civil partnership couple: No children,314
E05013686,New Southgate,5,Single family household: Married or civil partnership couple: Dependent children,678
E05013686,New Southgate,6,Single family household: Married or civil partnership couple: All children non-dependent,231
E05013686,New Southgate,7,Single family household: Cohabiting couple family: No children,281
E05013686,New Southgate,8,Single family household: Cohabiting couple family: With dependent children,163
E05013686,New Southgate,9,Single family household: Cohabiting couple family: All children non-dependent,19
E05013686,New Southgate,10,Single family household: Lone parent family: With dependent children,414
E05013686,New Southgate,11,Single family household: Lone parent family: All children non-dependent,268
E05013686,New Southgate,12,Other household types: Other related household: Other family composition,91
E05013686,New Southgate,13,Other household types: With dependent children,239
E05013686,New Southgate,14,"Other household types: Other, including all full-time students and all aged 66 years and over",448
E05013687,Oakwood (Enfield),-8,Does not apply,0
E05013687,Oakwood (Enfield),1,One-person household: Aged 66 years and over,362
E05013687,Oakwood (Enfield),2,One-person household: Other,379
E05013687,Oakwood (Enfield),3,Single family household: All aged 66 years and over,287
E05013687,Oakwood (Enfield),4,Single family household: Married or civil partnership couple: No children,278
E05013687,Oakwood (Enfield),5,Single family household: Married or civil partnership couple: Dependent children,732
E05013687,Oakwood (Enfield),6,Single family household: Married or civil partnership couple: All children non-dependent,296
E05013687,Oakwood (Enfield),7,Single family household: Cohabiting couple family: No children,107
E05013687,Oakwood (Enfield),8,Single family household: Cohabiting couple family: With dependent children,93
E05013687,Oakwood (Enfield),9,Single family household: Cohabiting couple family: All children non-dependent,14
E05013687,Oakwood (Enfield),10,Single family household: Lone parent family: With dependent children,260
E05013687,Oakwood (Enfield),11,Single family household: Lone parent family: All children non-dependent,158
E05013687,Oakwood (Enfield),12,Other household types: Other related household: Other family composition,25
E05013687,Oakwood (Enfield),13,Other household types: With dependent children,136
E05013687,Oakwood (Enfield),14,"Other household types: Other, including all full-time students and all aged 66 years and over",131
E05013688,Palmers Green,-8,Does not apply,0
E05013688,Palmers Green,1,One-person household: Aged 66 years and over,396
E05013688,Palmers Green,2,One-person household: Other,718
E05013688,Palmers Green,3,Single family household: All aged 66 years and over,216
E05013688,Palmers Green,4,Single family household: Married or civil partnership couple: No children,392
E05013688,Palmers Green,5,Single family household: Married or civil partnership couple: Dependent children,677
E05013688,Palmers Green,6,Single family household: Married or civil partnership couple: All children non-dependent,297
E05013688,Palmers Green,7,Single family household: Cohabiting couple family: No children,258
E05013688,Palmers Green,8,Single family household: Cohabiting couple family: With dependent children,177
E05013688,Palmers Green,9,Single family household: Cohabiting couple family: All children non-dependent,19
E05013688,Palmers Green,10,Single family household: Lone parent family: With dependent children,273
E05013688,Palmers Green,11,Single family household: Lone parent family: All children non-dependent,204
E05013688,Palmers Green,12,Other household types: Other related household: Other family composition,64
E05013688,Palmers Green,13,Other household types: With dependent children,228
E05013688,Palmers Green,14,"Other household types: Other, including all full-time students and all aged 66 years and over",283
E05013689,Ponders End,-8,Does not apply,0
E05013689,Ponders End,1,One-person household: Aged 66 years and over,324
E05013689,Ponders End,2,One-person household: Other,839
E05013689,Ponders End,3,Single family household: All aged 66 years and over,143
E05013689,Ponders End,4,Single family household: Married or civil partnership couple: No children,217
E05013689,Ponders End,5,Single family household: Married or civil partnership couple: Dependent children,761
E05013689,Ponders End,6,Single family household: Married or civil partnership couple: All children non-dependent,295
E05013689,Ponders End,7,Single family household: Cohabiting couple family: No children,114
E05013689,Ponders End,8,Single family household: Cohabiting couple family: With dependent children,136
E05013689,Ponders End,9,Single family household: Cohabiting couple family: All children non-dependent,20
E05013689,Ponders End,10,Single family household: Lone parent family: With dependent children,772
E05013689,Ponders End,11,Single family household: Lone parent family: All children non-dependent,307
